name,season,injury,from,until,days_out,missed_matches,last_season
Luka Jović,21/22,Knock,"Oct 18, 2021","Oct 25, 2021",8 days,2,20/21
Luka Jović,21/22,Stomach flu,"Sep 9, 2021","Sep 13, 2021",5 days,1,20/21
Luka Jović,20/21,muscular problems,"Jan 7, 2021","Jan 14, 2021",8 days,2,19/20
Gelson Fernandes,19/20,Calf injury,"May 31, 2020","Jun 22, 2020",23 days,6,18/19
Gelson Fernandes,19/20,Quarantine,"Mar 19, 2020","Apr 2, 2020",15 days,-,18/19
Gelson Fernandes,19/20,Tendon rupture,"Jan 5, 2020","May 5, 2020",122 days,13,18/19
Gelson Fernandes,19/20,infection,"Dec 13, 2019","Dec 16, 2019",4 days,1,18/19
Gelson Fernandes,19/20,Calf problems,"Jul 8, 2019","Jul 17, 2019",10 days,-,18/19
Gelson Fernandes,18/19,Hamstring injury,"Feb 17, 2019","Mar 4, 2019",16 days,4,17/18
Gelson Fernandes,18/19,Knock,"Oct 19, 2018","Oct 23, 2018",5 days,2,17/18
Gelson Fernandes,17/18,Fitness,"Oct 30, 2017","Nov 6, 2017",8 days,1,16/17
Gelson Fernandes,17/18,Torn muscle fiber,"Sep 25, 2017","Oct 30, 2017",36 days,15,16/17
Gelson Fernandes,12/13,Adductor injury,"May 23, 2013","May 30, 2013",8 days,3,11/12
Gelson Fernandes,08/09,Knee problems,"Nov 17, 2008","Dec 4, 2008",18 days,7,07/08
Mijat Gacinovic,24/25,unknown injury,"May 3, 2025","May 10, 2025",8 days,1,23/24
Mijat Gacinovic,24/25,bruise,"Sep 14, 2024","Sep 30, 2024",17 days,3,23/24
Mijat Gacinovic,23/24,unknown injury,"Apr 20, 2024","Apr 22, 2024",3 days,1,22/23
Mijat Gacinovic,23/24,unknown injury,"Feb 23, 2024","Mar 20, 2024",27 days,4,22/23
Mijat Gacinovic,23/24,unknown injury,"Oct 15, 2023","Oct 28, 2023",14 days,3,22/23
Mijat Gacinovic,23/24,Fitness,"Sep 11, 2023","Sep 18, 2023",8 days,1,22/23
Mijat Gacinovic,23/24,Bruised ribs,"Sep 2, 2023","Sep 11, 2023",10 days,3,22/23
Mijat Gacinovic,22/23,Groin injury,"Dec 19, 2022","Jan 17, 2023",30 days,6,21/22
Mijat Gacinovic,20/21,Ankle injury,"Feb 19, 2021","Mar 18, 2021",28 days,5,19/20
Mijat Gacinovic,19/20,Quarantine,"Mar 19, 2020","Apr 2, 2020",15 days,-,18/19
Mijat Gacinovic,19/20,cold,"Feb 25, 2020","Mar 1, 2020",6 days,1,18/19
Mijat Gacinovic,19/20,cold,"Feb 17, 2020","Feb 23, 2020",7 days,1,18/19
Mijat Gacinovic,19/20,Adductor pain,"Jan 31, 2020","Feb 3, 2020",4 days,1,18/19
Mijat Gacinovic,19/20,Adductor pain,"Dec 5, 2019","Dec 9, 2019",5 days,1,18/19
Mijat Gacinovic,19/20,muscular problems,"Oct 26, 2019","Nov 1, 2019",7 days,2,18/19
Branimir Hrgota,23/24,Ankle problems,"Jul 13, 2023","Jul 18, 2023",6 days,-,22/23
Branimir Hrgota,20/21,Adductor pain,"Dec 14, 2020","Dec 21, 2020",8 days,2,19/20
Branimir Hrgota,19/20,Fitness,"Aug 7, 2019","Aug 15, 2019",9 days,1,18/19
Branimir Hrgota,16/17,stomach problems,"Apr 27, 2017","Apr 28, 2017",2 days,-,15/16
Branimir Hrgota,16/17,Calf problems,"Apr 17, 2017","Apr 20, 2017",4 days,-,15/16
Branimir Hrgota,14/15,Torn lateral ankle ligament,"Jul 17, 2014","Jul 28, 2014",12 days,-,13/14
Branimir Hrgota,12/13,Outer ligament tear,"Feb 11, 2013","Feb 21, 2013",11 days,3,11/12
Şahverdi Çetin,20/21,Fitness,"Apr 5, 2021","Apr 12, 2021",8 days,2,19/20
Şahverdi Çetin,20/21,unknown injury,"Mar 29, 2021","Apr 5, 2021",8 days,1,19/20
Şahverdi Çetin,20/21,Corona virus,"Oct 19, 2020","Nov 4, 2020",17 days,2,19/20
Şahverdi Çetin,19/20,Quarantine,"Mar 19, 2020","Apr 2, 2020",15 days,-,18/19
Şahverdi Çetin,19/20,Muscle injury,"Jan 5, 2020","Jan 20, 2020",16 days,1,18/19
Şahverdi Çetin,17/18,Syndesmosis ligament tear,"Mar 16, 2018","Jun 30, 2018",107 days,8,16/17
Şahverdi Çetin,17/18,Hip problems,"Oct 23, 2017","Oct 27, 2017",5 days,-,16/17
Şahverdi Çetin,17/18,Ankle problems,"Oct 16, 2017","Oct 19, 2017",4 days,-,16/17
Marco Russ,19/20,Quarantine,"Mar 19, 2020","Apr 2, 2020",15 days,-,18/19
Marco Russ,19/20,Achilles tendon rupture,"Aug 16, 2019","May 17, 2020",276 days,39,18/19
Marco Russ,18/19,Achilles heel problems,"Mar 15, 2019","Apr 15, 2019",32 days,5,17/18
Marco Russ,18/19,unknown injury,"Nov 2, 2018","Nov 6, 2018",5 days,1,17/18
Marco Russ,18/19,Achilles tendon problems,"Sep 6, 2018","Sep 13, 2018",8 days,-,17/18
Marco Russ,17/18,bruise,"Apr 1, 2018","Apr 6, 2018",6 days,1,16/17
Marco Russ,17/18,cold,"Feb 26, 2018","Mar 1, 2018",4 days,-,16/17
Marco Russ,17/18,Heel problems,"Jan 15, 2018","Jan 25, 2018",11 days,1,16/17
Marco Russ,17/18,Achilles tendon problems,"Nov 6, 2017","Nov 27, 2017",22 days,2,16/17
Marco Russ,16/17,Fitness,"Dec 8, 2016","Feb 27, 2017",82 days,10,15/16
Marco Russ,16/17,surgery,"May 23, 2016","Dec 8, 2016",200 days,16,15/16
Marco Russ,15/16,minor knock,"Mar 21, 2016","Mar 24, 2016",4 days,-,14/15
Marco Russ,15/16,Hamstring injury,"Nov 2, 2015","Dec 3, 2015",32 days,3,14/15
Marco Russ,15/16,muscular problems,"Aug 31, 2015","Sep 10, 2015",11 days,-,14/15
Marco Russ,14/15,Meniscus injury,"Mar 9, 2015","Apr 27, 2015",50 days,6,13/14
Tuta,24/25,muscular problems,"May 11, 2025",,51 days,2,23/24
Tuta,24/25,Calf problems,"Dec 13, 2024","Jan 7, 2025",26 days,2,23/24
Tuta,23/24,Shoulder injury,"Nov 6, 2023","Nov 10, 2023",5 days,1,22/23
Tuta,22/23,Shoulder injury,"May 4, 2023","May 12, 2023",9 days,1,21/22
Tuta,22/23,Ankle injury,"Jan 13, 2023","Jan 23, 2023",11 days,1,21/22
Tuta,20/21,muscular problems,"Mar 4, 2021","Mar 13, 2021",10 days,1,19/20
Tuta,20/21,Thigh problems,"Oct 25, 2020","Nov 4, 2020",11 days,1,19/20
Jan Zimmermann,19/20,Quarantine,"Mar 19, 2020","Apr 2, 2020",15 days,-,18/19
Jan Zimmermann,17/18,open wound,"Jul 1, 2017","Jul 18, 2017",18 days,-,16/17
Jan Zimmermann,16/17,Lumbago,"Mar 27, 2017","Mar 30, 2017",4 days,-,15/16
Jan Zimmermann,16/17,Ill,"Feb 2, 2017","Feb 5, 2017",4 days,1,15/16
Jan Zimmermann,14/15,surgery,"Nov 24, 2014","Feb 12, 2015",81 days,6,13/14
Jan Zimmermann,14/15,concussion,"Nov 8, 2014","Nov 13, 2014",6 days,1,13/14
Jan Zimmermann,14/15,Whiplash,"Nov 8, 2014","Nov 13, 2014",6 days,1,13/14
Jan Zimmermann,09/10,Adductor injury,"Jul 3, 2009","Sep 23, 2009",83 days,8,08/09
Jan Zimmermann,08/09,Inflammation of pubic bone,"Apr 19, 2009","Jun 1, 2009",44 days,6,07/08
Jan Zimmermann,08/09,Rib fracture,"Jun 23, 2008","Aug 20, 2008",59 days,2,07/08
Carlos Salcedo,24/25,Cruciate ligament tear,"Jan 19, 2025","Jun 30, 2025",163 days,27,23/24
Carlos Salcedo,18/19,infection,"Apr 12, 2019","Apr 22, 2019",11 days,2,17/18
Carlos Salcedo,18/19,Syndesmotic ligament tear,"Sep 2, 2018","Nov 30, 2018",90 days,21,17/18
Carlos Salcedo,17/18,Fitness,"May 1, 2018","May 3, 2018",3 days,-,16/17
Carlos Salcedo,17/18,Broken collarbone,"Mar 29, 2018","May 1, 2018",34 days,6,16/17
Carlos Salcedo,17/18,influenza,"Nov 21, 2017","Nov 24, 2017",4 days,-,16/17
Carlos Salcedo,17/18,Fitness,"Aug 31, 2017","Sep 7, 2017",8 days,2,16/17
Carlos Salcedo,16/17,Acromioclavicular joint dislocation,"Jun 22, 2017","Aug 31, 2017",71 days,?,15/16
Daichi Kamada,23/24,Calf injury,"Apr 22, 2024","Apr 26, 2024",5 days,1,22/23
Daichi Kamada,23/24,Back problems,"Nov 16, 2023","Nov 22, 2023",7 days,1,22/23
Daichi Kamada,22/23,infection,"Nov 3, 2022","Nov 7, 2022",5 days,1,21/22
Daichi Kamada,21/22,Torn muscle fiber,"Jan 27, 2022","Feb 10, 2022",15 days,2,20/21
Daichi Kamada,20/21,Lumbago,"Mar 4, 2021","Mar 11, 2021",8 days,1,19/20
Daichi Kamada,19/20,Quarantine,"Mar 19, 2020","Apr 2, 2020",15 days,-,18/19
Daichi Kamada,19/20,Torn ligaments,"Jan 9, 2020","Jan 20, 2020",12 days,1,18/19
Daichi Kamada,17/18,Ill,"Dec 7, 2017","Dec 18, 2017",12 days,6,16/17
Daichi Kamada,17/18,Dead leg,"Jul 24, 2017","Jul 27, 2017",4 days,-,16/17
Daichi Kamada,15/16,Elbow injury,"Apr 21, 2016","May 12, 2016",22 days,4,14/15
Marco Fabián,18/19,Ankle injury,"May 12, 2019","May 28, 2019",17 days,2,17/18
Marco Fabián,18/19,Ankle injury,"Apr 15, 2019","May 9, 2019",25 days,4,17/18
Marco Fabián,18/19,Knee problems,"Sep 24, 2018","Oct 2, 2018",9 days,2,17/18
Marco Fabián,17/18,influenza,"Mar 10, 2018","Mar 14, 2018",5 days,1,16/17
Marco Fabián,17/18,Fitness,"Dec 28, 2017","Jan 29, 2018",33 days,3,16/17
Marco Fabián,17/18,Lumbar vertebra problems,"Jul 24, 2017","Dec 28, 2017",158 days,26,16/17
Marco Fabián,17/18,bruise,"Jul 3, 2017","Jul 3, 2017",1 days,-,16/17
Marco Fabián,16/17,Lumbar vertebra problems,"Jan 16, 2017","Mar 9, 2017",53 days,10,15/16
Makoto Hasebe,23/24,Ill,"Aug 21, 2023","Aug 28, 2023",8 days,2,22/23
Makoto Hasebe,22/23,Inner knee ligament tear,"Oct 13, 2022","Dec 31, 2022",80 days,9,21/22
