,player,season_1,had_major_injury_90,season_x,last_season,season_y,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG90,_merge,Unnamed: 0_y,short_name,long_name,player_positions,height_cm,weight_kg,work_rate,body_type,pace,shooting,passing,dribbling,defending,physic,movement_acceleration,movement_sprint_speed,movement_reactions,movement_balance,power_stamina,power_strength,season_2,matched_short_name
3790,Marcos Alonso,23/24,True,23/24,22/23,22/23,ESP,DF,31.0,1990.0,24.0,11.0,1172,13.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.3,1.2,26.0,71.0,13.0,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09,both,6807.0,Marcos Alonso,Marcos Alonso Mendoza,LB,188.0,81.0,High/Medium,Lean (185+),68.0,59.0,60.0,62.0,64.0,68.0,67.0,69.0,71.0,56.0,72.0,69.0,23/24,Marcos Alonso
3791,Marcos Alonso,24/25,False,24/25,23/24,23/24,ESP,DF,32.0,1990.0,5.0,3.0,252,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,11.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.21,0.03,0.21,both,584.0,Marcos Alonso,Marcos Alonso Mendoza,"LB, CB",188.0,84.0,High/Low,Lean (185+),51.0,74.0,81.0,77.0,78.0,76.0,55.0,48.0,81.0,56.0,79.0,74.0,24/25,Marcos Alonso
3792,Marcos Llorente,18/19,False,18/19,17/18,17/18,ESP,MF,22.0,1995.0,13.0,5.0,546,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,8.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,both,1193.0,Marcos Llorente,Marcos Llorente Moreno,"CDM, CM",180.0,71.0,Medium/Medium,Lean (170-185),55.0,48.0,72.0,70.0,71.0,71.0,57.0,54.0,74.0,66.0,77.0,71.0,18/19,Marcos Llorente
3793,Marcos Llorente,21/22,True,21/22,20/21,20/21,ESP,"MF,FW",25.0,1995.0,37.0,33.0,2956,32.8,12.0,11.0,23.0,12.0,0.0,0.0,6.0,0.0,3.4,3.4,5.6,9.0,90.0,140.0,215.0,0.37,0.33,0.7,0.37,0.7,0.1,0.17,0.28,0.1,0.28,both,265.0,Marcos Llorente,Marcos Llorente Moreno,"CM, CF, RM",184.0,74.0,High/High,Lean (170-185),84.0,74.0,79.0,81.0,78.0,82.0,79.0,88.0,84.0,69.0,86.0,81.0,21/22,Marcos Llorente
3794,Marcos Llorente,22/23,True,22/23,21/22,21/22,ESP,"MF,DF",26.0,1995.0,29.0,29.0,2447,27.2,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,2.6,3.3,63.0,81.0,181.0,0.0,0.07,0.07,0.0,0.07,0.02,0.1,0.12,0.02,0.12,both,66.0,Marcos Llorente,Marcos Llorente Moreno,"CM, RM, ST",184.0,74.0,High/Medium,Lean (170-185),88.0,80.0,81.0,82.0,78.0,82.0,86.0,90.0,86.0,69.0,90.0,79.0,22/23,Marcos Llorente
3795,Marcos Llorente,24/25,False,24/25,23/24,23/24,ESP,"MF,DF",28.0,1995.0,37.0,29.0,2565,28.5,6.0,4.0,10.0,6.0,0.0,0.0,5.0,0.0,4.1,4.1,5.6,9.7,71.0,106.0,179.0,0.21,0.14,0.35,0.21,0.35,0.14,0.2,0.34,0.14,0.34,both,140.0,Marcos Llorente,Marcos Llorente Moreno,"RM, CM, RB",184.0,74.0,High/Medium,Lean (170-185),89.0,78.0,79.0,80.0,78.0,81.0,87.0,91.0,83.0,68.0,91.0,77.0,24/25,Marcos Llorente
3796,Marcos Senesi,23/24,False,23/24,22/23,22/23,ARG,DF,25.0,1997.0,31.0,29.0,2491,27.7,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.6,1.6,0.5,2.1,9.0,66.0,3.0,0.07,0.0,0.07,0.07,0.07,0.06,0.02,0.08,0.06,0.08,both,143854.0,M. Senesi,Marcos Nicolás Senesi Barón,CB,183.0,78.0,Medium/Medium,Normal (170-185),60.0,42.0,69.0,74.0,79.0,78.0,67.0,54.0,73.0,61.0,75.0,80.0,23/24,Marcos Senesi
3797,Marcos Senesi,24/25,True,24/25,23/24,23/24,ARG,DF,26.0,1997.0,31.0,26.0,2242,24.9,4.0,5.0,9.0,4.0,0.0,0.0,13.0,0.0,2.0,2.0,1.7,3.7,31.0,127.0,4.0,0.16,0.2,0.36,0.16,0.36,0.08,0.07,0.15,0.08,0.15,both,1208.0,M. Senesi,Marcos Nicolás Senesi Barón,CB,183.0,78.0,Low/Medium,Normal (170-185),59.0,42.0,69.0,72.0,76.0,75.0,65.0,54.0,73.0,61.0,71.0,77.0,24/25,Marcos Senesi
3798,Marcus Coco,19/20,True,19/20,18/19,18/19,FRA,"FW,MF",22.0,1996.0,33.0,21.0,1840,20.4,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,2.8,2.8,1.3,4.1,63.0,43.0,186.0,0.05,0.1,0.15,0.05,0.15,0.14,0.06,0.2,0.14,0.2,both,2042.0,M. Coco,Marcus Coco,"LM, LW, RM",184.0,78.0,High/Medium,Lean (170-185),86.0,69.0,69.0,77.0,41.0,59.0,86.0,86.0,69.0,71.0,60.0,63.0,19/20,Marcus Coco
3799,Marcus Coco,21/22,False,21/22,20/21,20/21,FRA,"MF,FW",24.0,1996.0,32.0,16.0,1474,16.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.8,1.6,36.0,41.0,97.0,0.0,0.12,0.12,0.0,0.12,0.05,0.05,0.1,0.05,0.1,both,1869.0,M. Coco,Marcus Coco,"RM, LM",184.0,78.0,High/Medium,Normal (170-185),86.0,70.0,69.0,77.0,41.0,59.0,88.0,84.0,69.0,69.0,55.0,64.0,21/22,Marcus Coco
3800,Marcus Rashford,18/19,False,18/19,17/18,17/18,ENG,"FW,MF",19.0,1997.0,35.0,17.0,1813,20.1,7.0,5.0,12.0,7.0,0.0,0.0,3.0,0.0,5.2,5.2,3.8,9.0,82.0,46.0,160.0,0.35,0.25,0.6,0.35,0.6,0.26,0.19,0.45,0.26,0.45,both,520.0,M. Rashford,Marcus Rashford,"ST, RM, LM",185.0,70.0,High/Low,Normal (185+),92.0,76.0,72.0,82.0,34.0,74.0,93.0,92.0,76.0,78.0,83.0,73.0,18/19,Marcus Rashford
3801,Marcus Rashford,19/20,True,19/20,18/19,18/19,ENG,FW,20.0,1997.0,33.0,26.0,2334,25.9,10.0,6.0,16.0,10.0,0.0,0.0,3.0,1.0,10.7,10.7,5.0,15.7,74.0,65.0,225.0,0.39,0.23,0.62,0.39,0.62,0.41,0.19,0.6,0.41,0.6,both,405.0,M. Rashford,Marcus Rashford,"LW, ST, RW",185.0,70.0,High/Medium,Lean (185+),92.0,80.0,74.0,83.0,40.0,72.0,90.0,93.0,79.0,77.0,79.0,71.0,19/20,Marcus Rashford
3802,Marcus Rashford,20/21,False,20/21,19/20,19/20,ENG,FW,21.0,1997.0,31.0,31.0,2643,29.4,17.0,7.0,24.0,11.0,6.0,8.0,3.0,0.0,19.2,12.9,5.0,17.9,105.0,124.0,250.0,0.58,0.24,0.82,0.37,0.61,0.65,0.17,0.82,0.44,0.61,both,236.0,M. Rashford,Marcus Rashford,"ST, LM",186.0,70.0,High/High,Lean (185+),92.0,82.0,73.0,84.0,45.0,77.0,89.0,94.0,81.0,75.0,87.0,75.0,20/21,Marcus Rashford
3803,Marcus Rashford,21/22,True,21/22,20/21,20/21,ENG,FW,22.0,1997.0,37.0,33.0,2920,32.4,11.0,9.0,20.0,11.0,0.0,0.0,4.0,0.0,8.9,8.9,3.8,12.8,134.0,117.0,330.0,0.34,0.28,0.62,0.34,0.62,0.28,0.12,0.39,0.28,0.39,both,94.0,M. Rashford,Marcus Rashford,"LM, ST",186.0,70.0,High/Medium,Unique,91.0,83.0,78.0,86.0,45.0,78.0,89.0,93.0,86.0,75.0,87.0,76.0,21/22,Marcus Rashford
3804,Marcus Rashford,22/23,False,22/23,21/22,21/22,ENG,"FW,MF",23.0,1997.0,25.0,13.0,1235,13.7,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,2.9,2.9,2.1,5.0,50.0,28.0,118.0,0.29,0.15,0.44,0.29,0.44,0.21,0.15,0.36,0.21,0.36,both,94.0,M. Rashford,Marcus Rashford,"LM, ST",186.0,70.0,High/Medium,Unique,90.0,84.0,79.0,84.0,43.0,77.0,86.0,93.0,84.0,75.0,86.0,75.0,22/23,Marcus Rashford
3805,Marcus Rashford,23/24,False,23/24,22/23,22/23,ENG,FW,24.0,1997.0,35.0,32.0,2879,32.0,17.0,5.0,22.0,17.0,0.0,0.0,2.0,0.0,15.4,15.4,3.4,18.8,85.0,88.0,245.0,0.53,0.16,0.69,0.53,0.69,0.48,0.11,0.59,0.48,0.59,both,34499.0,M. Rashford,Marcus Rashford,ST,187.0,72.0,High/Low,Lean (185+),90.0,73.0,66.0,79.0,31.0,65.0,91.0,90.0,74.0,76.0,79.0,61.0,23/24,Marcus Rashford
3806,Marcus Rashford,24/25,False,24/25,23/24,23/24,ENG,FW,25.0,1997.0,33.0,26.0,2271,25.2,7.0,2.0,9.0,5.0,2.0,2.0,2.0,0.0,7.4,5.8,2.3,8.1,95.0,65.0,185.0,0.28,0.08,0.36,0.2,0.28,0.29,0.09,0.38,0.23,0.32,both,67.0,M. Rashford,Marcus Rashford,"LW, LM, ST",186.0,70.0,High/Low,Unique,90.0,86.0,78.0,84.0,42.0,74.0,88.0,91.0,86.0,73.0,76.0,73.0,24/25,Marcus Rashford
3807,Marcus Tavernier,23/24,False,23/24,22/23,22/23,ENG,"MF,FW",23.0,1999.0,23.0,19.0,1743,19.4,5.0,4.0,9.0,5.0,0.0,0.0,1.0,0.0,3.1,3.1,2.9,6.0,67.0,56.0,137.0,0.26,0.21,0.46,0.26,0.46,0.16,0.15,0.31,0.16,0.31,both,146463.0,M. Tavernier,Marcus Tavernier,"CAM, CM",177.0,70.0,High/Medium,Normal (170-185),78.0,65.0,69.0,74.0,59.0,61.0,79.0,77.0,71.0,79.0,82.0,60.0,23/24,Marcus Tavernier
3808,Marcus Tavernier,24/25,False,24/25,23/24,23/24,ENG,FW,24.0,1999.0,30.0,25.0,2118,23.5,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,3.9,3.9,5.2,9.1,79.0,84.0,171.0,0.13,0.17,0.3,0.13,0.3,0.17,0.22,0.39,0.17,0.39,both,1510.0,M. Tavernier,Marcus Tavernier,"LM, RM, CAM",177.0,70.0,High/Medium,Normal (170-185),78.0,72.0,71.0,77.0,59.0,62.0,79.0,77.0,73.0,79.0,80.0,60.0,24/25,Marcus Tavernier
3809,Marcus Thuram,21/22,False,21/22,20/21,20/21,FRA,"FW,MF",22.0,1997.0,29.0,20.0,1731,19.2,8.0,3.0,11.0,8.0,0.0,0.0,3.0,1.0,8.1,8.1,2.4,10.5,77.0,44.0,162.0,0.42,0.16,0.57,0.42,0.57,0.42,0.13,0.55,0.42,0.55,both,,,,,,,,,,,,,,,,,,,,,,
3810,Marcus Thuram,22/23,False,22/23,21/22,21/22,FRA,FW,23.0,1997.0,21.0,9.0,979,10.9,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,4.6,4.6,1.1,5.7,32.0,17.0,95.0,0.28,0.0,0.28,0.28,0.28,0.46,0.11,0.57,0.46,0.57,both,,,,,,,,,,,,,,,,,,,,,,
3811,Marcus Thuram,23/24,False,23/24,22/23,22/23,FRA,FW,24.0,1997.0,30.0,28.0,2513,27.9,13.0,6.0,19.0,13.0,0.0,0.0,3.0,0.0,16.5,16.5,5.2,21.8,75.0,46.0,170.0,0.47,0.21,0.68,0.47,0.68,0.59,0.19,0.78,0.59,0.78,both,,,,,,,,,,,,,,,,,,,,,,
3812,Marcus Thuram,24/25,False,24/25,23/24,23/24,FRA,FW,25.0,1997.0,35.0,34.0,2687,29.9,13.0,7.0,20.0,13.0,0.0,0.0,3.0,0.0,14.3,14.3,3.7,18.0,68.0,47.0,192.0,0.44,0.23,0.67,0.44,0.67,0.48,0.12,0.6,0.48,0.6,both,,,,,,,,,,,,,,,,,,,,,,
3813,Mario Balotelli,20/21,False,20/21,19/20,19/20,ITA,FW,28.0,1990.0,19.0,16.0,1404,15.6,5.0,0.0,5.0,5.0,0.0,0.0,6.0,1.0,7.1,7.1,0.6,7.8,18.0,42.0,59.0,0.32,0.0,0.32,0.32,0.32,0.46,0.04,0.5,0.46,0.5,both,257.0,M. Balotelli,Mario Barwuah Balotelli,ST,189.0,88.0,Medium/Low,Normal (185+),76.0,82.0,73.0,79.0,24.0,76.0,75.0,77.0,68.0,50.0,66.0,83.0,20/21,Mario Balotelli
3814,Mario Gómez,19/20,False,19/20,18/19,18/19,GER,FW,33.0,1985.0,31.0,25.0,2211,24.6,7.0,2.0,9.0,7.0,0.0,0.0,4.0,1.0,9.3,9.3,2.7,12.0,18.0,37.0,111.0,0.28,0.08,0.37,0.28,0.37,0.38,0.11,0.49,0.38,0.49,both,321.0,M. Gómez,Mario Gómez García,ST,189.0,89.0,High/Medium,Normal (185+),67.0,80.0,62.0,72.0,36.0,77.0,63.0,71.0,80.0,50.0,62.0,86.0,19/20,Mario Gómez
3815,Mario Götze,19/20,False,19/20,18/19,18/19,GER,"FW,MF",26.0,1992.0,26.0,19.0,1674,18.6,7.0,7.0,14.0,7.0,0.0,0.0,0.0,0.0,4.7,4.7,6.2,10.9,54.0,80.0,182.0,0.38,0.38,0.75,0.38,0.75,0.25,0.33,0.59,0.25,0.59,both,258.0,M. Götze,Mario Götze,"CM, CAM, CF",176.0,75.0,Medium/Medium,Normal (170-185),69.0,73.0,83.0,86.0,59.0,67.0,74.0,65.0,84.0,85.0,74.0,68.0,19/20,Mario Götze
3816,Mario Götze,20/21,False,20/21,19/20,19/20,GER,FW,27.0,1992.0,15.0,5.0,521,5.8,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1.2,1.3,2.6,10.0,29.0,56.0,0.52,0.0,0.52,0.35,0.35,0.35,0.23,0.58,0.21,0.45,both,267.0,M. Götze,Mario Götze,"CF, CAM, CM",176.0,75.0,High/Medium,Normal (170-185),71.0,78.0,85.0,86.0,56.0,70.0,75.0,67.0,86.0,85.0,79.0,72.0,20/21,Mario Götze
3817,Mario Götze,23/24,False,23/24,22/23,22/23,GER,MF,30.0,1992.0,32.0,32.0,2740,30.4,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,3.2,3.2,5.3,8.5,57.0,149.0,212.0,0.1,0.03,0.13,0.1,0.13,0.11,0.17,0.28,0.11,0.28,both,44.0,M. Götze,Mario Götze,"CAM, CF, CM, RM",176.0,72.0,Medium/Medium,Normal (170-185),80.0,74.0,82.0,89.0,35.0,63.0,81.0,79.0,87.0,85.0,71.0,64.0,23/24,Mario Götze
3818,Mario Götze,24/25,False,24/25,23/24,23/24,GER,MF,31.0,1992.0,30.0,23.0,2068,23.0,3.0,2.0,5.0,3.0,0.0,0.0,5.0,1.0,2.9,2.9,3.0,5.9,22.0,115.0,118.0,0.13,0.09,0.22,0.13,0.22,0.13,0.13,0.26,0.13,0.26,both,240.0,M. Götze,Mario Götze,"CAM, CF, LM",176.0,72.0,Medium/Medium,Normal (170-185),63.0,75.0,83.0,85.0,55.0,71.0,68.0,58.0,81.0,83.0,91.0,67.0,24/25,Mario Götze
3819,Mario Mandžukić,18/19,False,18/19,17/18,17/18,CRO,FW,31.0,1986.0,32.0,27.0,2324,25.8,5.0,1.0,6.0,5.0,0.0,0.0,5.0,1.0,5.8,5.8,2.1,7.9,29.0,60.0,234.0,0.19,0.04,0.23,0.19,0.23,0.23,0.08,0.31,0.23,0.31,both,154.0,M. Mandžukić,Mario Mandžukić,"ST, LM",190.0,86.0,High/High,Lean (185+),72.0,78.0,71.0,74.0,65.0,87.0,68.0,76.0,86.0,53.0,87.0,87.0,18/19,Mario Mandžukić
3820,Marius Funk,22/23,False,22/23,21/22,21/22,GER,GK,25.0,1996.0,8.0,8.0,720,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,both,,,,,,,,,,,,,,,,,,,,,,
3821,Marius Wolf,18/19,False,18/19,17/18,17/18,GER,"MF,FW",22.0,1995.0,28.0,27.0,2363,26.3,5.0,8.0,13.0,5.0,0.0,0.0,4.0,0.0,3.3,3.3,5.4,8.7,74.0,92.0,166.0,0.19,0.3,0.5,0.19,0.5,0.13,0.2,0.33,0.13,0.33,both,8472.0,M. Wolf,Marius Wolf,"LM, RM",187.0,73.0,High/Medium,Lean (185+),85.0,59.0,56.0,69.0,31.0,64.0,84.0,86.0,55.0,67.0,77.0,65.0,18/19,Marius Wolf
3822,Marius Wolf,19/20,False,19/20,18/19,18/19,GER,"DF,FW",23.0,1995.0,16.0,10.0,828,9.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.9,1.3,23.0,63.0,73.0,0.11,0.0,0.11,0.11,0.11,0.05,0.1,0.15,0.05,0.15,both,1190.0,M. Wolf,Marius Wolf,"RM, CM, RWB, LM",188.0,82.0,High/Medium,Lean (185+),85.0,71.0,72.0,76.0,60.0,73.0,84.0,86.0,73.0,67.0,86.0,68.0,19/20,Marius Wolf
3823,Marius Wolf,21/22,False,21/22,20/21,20/21,GER,"MF,DF",25.0,1995.0,31.0,29.0,2551,28.3,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,3.2,3.2,2.4,5.5,72.0,120.0,132.0,0.07,0.07,0.14,0.07,0.14,0.11,0.08,0.2,0.11,0.2,both,1398.0,M. Wolf,Marius Wolf,"RM, RB",188.0,81.0,High/Medium,Lean (185+),79.0,70.0,72.0,75.0,68.0,75.0,77.0,81.0,75.0,65.0,84.0,74.0,21/22,Marius Wolf
3824,Marius Wolf,22/23,False,22/23,21/22,21/22,GER,"DF,FW",26.0,1995.0,27.0,15.0,1321,14.7,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,2.9,37.0,49.0,112.0,0.2,0.07,0.27,0.2,0.27,0.13,0.07,0.2,0.13,0.2,both,1772.0,M. Wolf,Marius Wolf,"RM, RB, RWB",188.0,81.0,High/Medium,Lean (185+),84.0,70.0,70.0,75.0,67.0,76.0,77.0,89.0,74.0,65.0,82.0,75.0,22/23,Marius Wolf
3825,Marius Wolf,23/24,False,23/24,22/23,22/23,GER,DF,27.0,1995.0,25.0,17.0,1570,17.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,2.9,4.0,60.0,91.0,151.0,0.06,0.06,0.11,0.06,0.11,0.07,0.16,0.23,0.07,0.23,both,58878.0,M. Wolf,Marius Wolf,"LM, RM",187.0,73.0,High/Medium,Lean (185+),85.0,59.0,56.0,69.0,31.0,64.0,84.0,86.0,55.0,67.0,77.0,65.0,23/24,Marius Wolf
3826,Marius Wolf,24/25,False,24/25,23/24,23/24,GER,DF,28.0,1995.0,22.0,12.0,1166,13.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.6,2.2,36.0,59.0,79.0,0.0,0.08,0.08,0.0,0.08,0.04,0.13,0.17,0.04,0.17,both,813.0,M. Wolf,Marius Wolf,"RB, RM",188.0,81.0,High/Medium,Lean (185+),81.0,71.0,73.0,75.0,72.0,79.0,78.0,83.0,78.0,66.0,84.0,77.0,24/25,Marius Wolf
3827,Mark Flekken,19/20,False,19/20,18/19,18/19,NED,GK,25.0,1993.0,1.0,1.0,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,,,,,,,,,,,,,,,,,,,,,,
3828,Mark Flekken,20/21,True,20/21,19/20,19/20,NED,GK,26.0,1993.0,10.0,10.0,900,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,,,,,,,,,,,,,,,,,,,,,,
3829,Mark Flekken,21/22,False,21/22,20/21,20/21,NED,GK,27.0,1993.0,3.0,3.0,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,,,,,,,,,,,,,,,,,,,,,,
3830,Mark Flekken,23/24,False,23/24,22/23,22/23,NED,GK,29.0,1993.0,34.0,34.0,3060,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,both,,,,,,,,,,,,,,,,,,,,,,
3831,Mark Flekken,24/25,False,24/25,23/24,23/24,NED,GK,30.0,1993.0,37.0,37.0,3285,36.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.5,0.0,5.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,both,,,,,,,,,,,,,,,,,,,,,,
3832,Mark Noble,18/19,False,18/19,17/18,17/18,ENG,MF,30.0,1987.0,29.0,28.0,2400,26.7,4.0,0.0,4.0,2.0,2.0,2.0,6.0,0.0,2.4,0.8,1.8,2.6,10.0,143.0,25.0,0.15,0.0,0.15,0.07,0.07,0.09,0.07,0.16,0.03,0.1,both,1244.0,M. Noble,Mark Noble,"CDM, CM",180.0,76.0,High/High,Normal (170-185),46.0,66.0,76.0,74.0,70.0,76.0,45.0,47.0,73.0,74.0,83.0,72.0,18/19,Mark Noble
3833,Mark Noble,19/20,False,19/20,18/19,18/19,ENG,MF,31.0,1987.0,31.0,29.0,2291,25.5,5.0,5.0,10.0,1.0,4.0,4.0,6.0,1.0,3.7,0.5,1.9,2.4,23.0,197.0,47.0,0.2,0.2,0.39,0.04,0.24,0.14,0.07,0.22,0.02,0.09,both,1253.0,M. Noble,Mark Noble,"CM, CDM",180.0,76.0,High/High,Normal (170-185),44.0,66.0,76.0,73.0,72.0,74.0,42.0,45.0,73.0,72.0,77.0,70.0,19/20,Mark Noble
3834,Mark Noble,20/21,False,20/21,19/20,19/20,ENG,MF,32.0,1987.0,33.0,32.0,2674,29.7,4.0,3.0,7.0,1.0,3.0,3.0,5.0,0.0,2.9,0.6,3.1,3.6,26.0,198.0,53.0,0.13,0.1,0.24,0.03,0.13,0.1,0.1,0.2,0.02,0.12,both,1275.0,M. Noble,Mark Noble,"CM, CDM",177.0,76.0,High/High,Normal (170-185),41.0,67.0,76.0,73.0,72.0,70.0,44.0,38.0,74.0,71.0,69.0,66.0,20/21,Mark Noble
3835,Mark Uth,22/23,True,22/23,21/22,21/22,GER,"MF,FW",29.0,1991.0,30.0,24.0,2025,22.5,5.0,8.0,13.0,5.0,0.0,0.0,3.0,0.0,5.2,5.2,6.8,11.9,41.0,82.0,160.0,0.22,0.36,0.58,0.22,0.58,0.23,0.3,0.53,0.23,0.53,both,1596.0,M. Uth,Mark Uth,"CAM, CF, ST",185.0,72.0,Medium/Low,Lean (185+),73.0,77.0,72.0,76.0,40.0,68.0,76.0,71.0,77.0,68.0,75.0,66.0,22/23,Mark Uth
3836,Mark Uth,23/24,False,23/24,22/23,22/23,GER,"MF,FW",30.0,1991.0,3.0,0.0,46,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,both,19203.0,M. Uth,Mark Uth,ST,184.0,73.0,Medium/High,Normal (170-185),73.0,68.0,62.0,71.0,32.0,66.0,74.0,73.0,73.0,65.0,67.0,66.0,23/24,Mark Uth
3837,Mark Uth,24/25,False,24/25,23/24,23/24,GER,"MF,FW",31.0,1991.0,11.0,3.0,373,4.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.4,3.4,12.0,13.0,29.0,0.0,0.24,0.24,0.0,0.24,0.49,0.33,0.83,0.49,0.83,both,1640.0,M. Uth,Mark Uth,"CAM, ST",185.0,72.0,Medium/Low,Lean (185+),67.0,77.0,74.0,76.0,40.0,62.0,71.0,64.0,77.0,68.0,51.0,66.0,24/25,Mark Uth
3838,Marko Grujić,18/19,False,18/19,17/18,17/18,SRB,"MF,DF",21.0,1996.0,3.0,0.0,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,both,4794.0,M. Grujić,Marko Grujić,"CM, CDM, CAM",191.0,82.0,Medium/Medium,Normal (185+),67.0,68.0,67.0,67.0,69.0,77.0,63.0,71.0,64.0,53.0,78.0,78.0,18/19,Marko Grujić
3839,Marko Grujić,19/20,False,19/20,18/19,18/19,SRB,MF,22.0,1996.0,22.0,20.0,1780,19.8,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,4.4,4.4,1.7,6.1,45.0,112.0,43.0,0.25,0.05,0.3,0.25,0.3,0.22,0.09,0.31,0.22,0.31,both,3138.0,M. Grujić,Marko Grujić,CDM,191.0,82.0,Medium/Medium,Normal (185+),61.0,68.0,67.0,68.0,71.0,75.0,57.0,65.0,66.0,52.0,74.0,75.0,19/20,Marko Grujić
3840,Marko Pjaca,18/19,True,18/19,17/18,17/18,CRO,"FW,MF",22.0,1995.0,7.0,3.0,260,2.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,10.0,7.0,21.0,0.69,0.0,0.69,0.69,0.69,0.16,0.0,0.16,0.16,0.16,both,1559.0,M. Pjaca,Marko Pjaca,LW,186.0,85.0,High/Medium,Normal (185+),84.0,67.0,74.0,84.0,28.0,68.0,84.0,84.0,66.0,75.0,72.0,73.0,18/19,Marko Pjaca
3841,Marko Pjaca,19/20,False,19/20,18/19,18/19,CRO,"FW,MF",23.0,1995.0,19.0,8.0,750,8.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.6,1.6,1.0,2.6,27.0,26.0,68.0,0.12,0.12,0.24,0.12,0.24,0.19,0.12,0.32,0.19,0.32,both,1565.0,M. Pjaca,Marko Pjaca,LW,186.0,83.0,High/Medium,Normal (185+),78.0,67.0,74.0,84.0,41.0,69.0,79.0,78.0,68.0,75.0,73.0,75.0,19/20,Marko Pjaca
3842,Marko Pjaca,21/22,False,21/22,20/21,20/21,CRO,"FW,MF",25.0,1995.0,35.0,15.0,1418,15.8,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,2.6,2.6,1.9,4.5,38.0,50.0,102.0,0.19,0.13,0.32,0.19,0.32,0.17,0.12,0.29,0.17,0.29,both,1884.0,M. Pjaca,Marko Pjaca,"LW, RW, CAM",186.0,83.0,High/Medium,Normal (185+),76.0,67.0,74.0,83.0,41.0,67.0,74.0,78.0,68.0,58.0,67.0,73.0,21/22,Marko Pjaca
